,VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low,Category,Directory
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,True,False,57084766.6807337,129397481.18813808,5500000.0,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
24,25,COLLECTION_COSTS,COLLECTION COSTS,True,True,118074286.8794402,210437875.84122536,25710697.91765502,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,2.0,2.0,2.0,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,149.36295857525025,269.90627453379835,28.81964261670214,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,1904.0844006533332,2627.129966095896,1181.0388352107711,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,46813.62250000001,61296.16810163962,32331.0768983604,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,135254.4,156340.88436890315,114167.91563109681,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,2450.975,3467.7757331003118,1434.1742668996876,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,5635.5999999999985,8502.260831001813,2768.9391689981867,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,False,0.099621569854372,0.11437101091208568,0.08487212879665834,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,0.005729797810350002,0.010704762912000005,0.0007548327087000001,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,True,True,118.4657142857143,244.04397928289902,2.4042857142857144,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,True,False,31.83071628,31.83071628,31.83071628,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,True,False,0.29081503743400844,0.29081503743400844,0.29081503743400844,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,2553.065863195117,2553.065863195117,2553.065863195117,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
24,25,TAM_Share_for_Space_Heating,TAM Share for Space Heating,True,False,0.8220252783470526,0.8787647039256181,0.7652858527684872,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
25,26,First_Costs_of_Exchange_Heaters_for_Households,First Costs of Exchange Heaters for Households,True,False,343.69939328699996,343.69939328699996,343.69939328699996,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
26,27,Fixed_Costs_of_Exchange_Heaters,Fixed Costs of Exchange Heaters,True,False,13.0361251674,13.0361251674,13.0361251674,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
27,28,Learning_Rate,Learning Rate,True,False,0.08766666666666667,0.11767592449746875,0.057657408835864586,districtheating,drawdown-master/solution/districtheating/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,20.30881991465232,20.30881991465232,20.30881991465232,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,2.244197444422268,5.046775820498448,0.0,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,True,40.98520539870459,61.83455090113758,20.13585989627161,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,3.336973917181041e-06,6.295869640188995e-06,3.7807819417308713e-07,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,7.385025423509933e-06,8.727757318693558e-06,6.042293528326308e-06,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,1.6784148689795303e-06,2.2256128115758125e-06,1.131216926383248e-06,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,True,1.6784148689795303e-06,2.2256128115758125e-06,1.131216926383248e-06,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,True,47441302.14387516,75658971.63995041,19223632.64779991,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,True,35457401.27150837,60938927.57949165,9975874.963525103,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,True,29951.338607426536,41791.133180953446,18111.544033899623,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,True,0.3272881787793187,0.44493421890777146,0.20964213865086595,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,True,True,397266.5178317223,726958.1161439534,67574.9195194912,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,True,True,91249.09995998967,7.0,7.0,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
24,25,t_CO2_eq_per_Metric_ton_of_fuel,t CO2 eq per Metric ton of fuel,True,True,1.491762970920902,2.433910006913869,0.5496159349279341,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
25,26,PM2_5_for_traditional_stove,PM2.5 for traditional stove,True,True,0.31231481506466663,0.433116641619852,0.19151298850948126,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
26,27,PM_2_5_for_improved_stove,PM 2.5 for improved stove,True,False,0.042129629663333334,0.07147636951504298,0.01278288981162368,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
27,28,Black_carbon_GWP,Black carbon GWP,True,False,660.0,821.9670748434178,498.0329251565821,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
28,29,Kerosene_Heating_Oil_Spot_Price,Kerosene (Heating Oil) Spot Price,True,False,0.2635739550030116,0.2635739550030116,0.2635739550030116,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
29,30,Adoption_Data_Low_Sensitivity_around_Mean,Adoption Data Low Sensitivity around Mean,True,False,1.0,1.0,1.0,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
30,31,Adoption_Data_High_Sensitivity_around_Mean,Adoption Data High Sensitivity around Mean,True,False,1.0,1.0,1.0,improvedcookstoves,drawdown-master/solution/improvedcookstoves/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,65804.46751879483,65804.46751879483,65804.46751879483,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,33402.878625522186,66026.36831745532,779.3889335890417,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,15.0,15.0,15.0,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,15.0,15.0,15.0,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,1.0,1.0,1.0,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,1.0,1.0,1.0,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,True,444783.2787821688,951420.0970788113,0.0,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,420374.9842570032,420374.9842570032,420374.9842570032,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,True,True,0.0012702321631971134,0.0028512613513828025,3.7037037037037033e-06,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,True,False,0.2346289526111111,0.3960169866343627,0.07324091858785953,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,waterdistribution,drawdown-master/solution/waterdistribution/vma_data/VMA_info.csv
